bn,en
রাশিয়া,russia
ভৌগোলিক,bhougolik
মানচিত্রে,manchitre
অবস্থানের,obosthaner
হুবহু,hubohu
মিলে,mile
হফষ্টাটার,hoffstatar
অনিকেন্দ্র,anikendro
ভৌমিক,bhoumik
ভাস্বর,bhasshar
চক্রবর্তী,chakraborty
মটর,mator
গোলাকার,golakar
দ্বিবীজ,dwibeej
আমেরিকায়,americay
কোয়ান্টিকো,quantico
যুদ্ধরত,juddhorato
হাইকমান্ড,highcommand
এইচ,h
কিউ,q
নৌবাহিনীকে,noubahinike
সাবমেরিন,submarine
পি,p
এন,n
গাজীকে,gazhike
গ্রহন,grohon
উপকূল,upokul
পরিধি,poridhi
বাড়ানোর,baranor
বহাল,bohal
নির্বাহী,nirbahi
ক্ষমতাহীন,khomotaheen
অনেকটা,onekta
ষড়ভুজের,sharabhujer
ইসমাইলকে,ismailke
গাছের,gacher
যান,jaan
সত্যব্রতকে,satyabratake
নৌকায়,noukay
আরোহণ,arohan
শিঙে,shinge
নাগকে,naagke
নৌকার,noukar
কাছি,kachi
বাঁধতে,bandhte
অনুরাধা,anuradha
স্কুলের,schooler
পরিবেশে,poribeshe
সঞ্চালিত,sonchalito
শ্রেণীকক্ষে,srenikakkhe
প্রশিক্ষিত,proshikkhito
প্রত্যয়িত,pratyayito
শিক্ষকের,shikkhoker
শিক্ষাদানের,shikkhadaner
সংস্থাসমূহের,songsthashomuher
কার্যকরী,karjokori
ক্ষুদ্র,khudro
জাতিতে,jatite
বিভক্ত,bibhakto
ডোনাল্ড,donald
মিন্ডল,mindle
আইইই,iee
মেডেল,medal
অনার,honour
দূরসম্পর্কের,durshomporker
আত্মীয়,atmiyo
সংসারের,shongsharer
উদাসীন,udasin
গুরু,guru
শিষ্যের,shishyer
মিউজিক্সম্যাচ,musicsmatch
গান,gaan
প্লে,play
করা,kor
সামজস্ববিধান,samonjoswobidhan
নিদৃষ্ট,nirdistha
গানের,gaaner
গীতিকাব্য,gitikabya
প্রদশর্শন,pradarshan
মিশনারিজ,missionaries
চ্যারিটিতে,charityte
শরিফের,sharifer
কবরস্থান,kabarsthan
জান্নাতুল,jannatul
বাক্বীতে,bakkite
সমাধীস্থ,somadhistho
এরই,eri
কর্তৃপক্ষ,kortripokkho
তদন্তের,tadanter
মাধমে,madhyome
আরবের,araber
দাবিকে,dabike
ভুল,bhul
প্রমাণ,promanito
অনুপযোগী,anupojogi
সাফল্যের,safollyer
১৮৯১-৯২,1891-92
স্বয়ংক্রিয়ভাবে,swayankriyobhabe
সদস্যরূপে,shadashyorupe
রাস্তায়,rastay
চলাচলরত,cholacholrato
মানুষজন,manushhjon
গন্তব্যে,gantabye
হটিয়ে,hotiye
সান্তোসোর,santosor
কনভয়,convoy
ধাওয়াও,dhawao
স্টেশনকে,stationke
সুযোগসুবিধা,shujogsubidha
সম্পন্ন,sampanna
বিশ্বমানের,bishwamaner
স্টেশনে,statione
সড়কপথে,sarakpathe
বাস,bus
গাড়ি,gari
উচ্চগতির,uchchogotir
নান্দাইল,nandail
নিকোবর,nicobar
দ্বীপপুঞ্জের,dwippunjer
প্রজাতি,projati
এসময়,eshomoy
আরবি,arabi
ফার্সি,farsi
মাধ্যমিক,madhyomik
শিক্ষার,shikhar
বিভাজন,bibhajon
তবে,tabe
বারো,baro
বয়সের,boyosher
শীতকালে,shitkale
ছাত্র,chatro
ডেনিস,denis
হায়েসের,hayeser
পরিকল্পনার,porikalponar
শোনার,shonar
কলাম্বিয়া,columbia
হাসপাতালের,haspataler
উন্মত্ত,unmatto
হাসপাতালেরই,haspataleri
ছাদ,chad
ঝাঁপ,jhap
দ্বীপের,dwiper
মানসিক,manoshik
হাসপাতাল,haspatal
বন্ধ,bandho
নেশনস,nations
পসিবল,possible
হিস্ট্রি,history
সাউথ,south
ব্রাহ্মণ,brahmon
বালকের,baloker
অস্পৃশ্যা,asprishya
বালিকার,balikar
ভালোবাসার,bhalobasha
সমাজব্যবস্থার,shomajbyabosthar
বিরুদ্ধাচার,biruddhachar
উপলক্ষে,upolakkhe
বর-কনে,bar-kone
উভয়েরই,ubhoyei
প্রকারের,prokarer
সাজসজ্জার,sajsojjar
এসআর,sr
সংযুক্ত,sanjukto
ইউএস,us
সড়কটি,sarakti
১৩১,131
ঘুরে,ghure
হেনরি,henry
ডিরোজিও,derozio
পণ্ডিত,pandit
ঈশ্বরচন্দ্র,iswarchondro
বিদ্যাসাগর,bidyashagor
প্যারীচরণ,pyaricharan
শিবনাথ,shibnath
শাস্ত্রী,shastri
হেয়ার,hair
শিক্ষকগণ,skhikkhakgan
বাংলায়,banglay
নবজাগরণের,nabojagoroner
খাপ,khap
খাওয়ানোর,khawanor
রাজ্যকিয়,rajyakiyo
জগন্নাথপুর,jagannathpur
প্রতিষ্টা,protistha
চাহিদা,chahida
ও,of
জনপ্রিয়তার,janopriyotar
এল,elo
মজাদার,mojadar
খাবারটি,khabarti
উৎপাদন,utpadon
পুত্রগণের,putroganer
ছিল-মুকাওয়াম,chilo-mukaoyam
হাজাল,hajal
মুগীরা,mugira
হামযা,hamja
জাবেদ,jabed
ইকবাল,iqbal
লেকচারার,lecturer
সম্পাদক,sompadok
ধারণকারী,dharonkari
শিরোনামসহ,shironamshoho
থাঙ্কুমনি,thankumoni
কুট্টি’র,kutty'r
ক্লাসিকাল,classical
নৃত্য,nritya
শিখেন,shikhen
চর,chor
চারতলা,chartala
রুয়ান্ডা,ruwanda
শক্তিশালী,shoktishali
আশা,asha
বলেছে,boleche
বাণিজ্য,banijyo
বিনিয়োগ,biniyog
টেক্সটাইল,textile
পাটশিল্প,paatshilpo
অভিজ্ঞতা,abhigyota
বিনিময়,binimoy
শান্তিরক্ষায়,shantirokkhay
সামর্থ্য,samarthya
বিনির্মাণ,binirmaan
আগ্রহী,agrohi
ইউরোপে,europe-e
গুহা,guha
চিত্রগুলি,chitroguli
গিয়েছে,giyeche
অটোমান,automan
দুর্বলতার,durbalotar
শেষ,sesh
বলকান,balkan
অটোমান,automaan
চালায়,chalay
সূচনা,suchona
ঘটায়,ghotay
অধিগ্রহণ,adhigrahan
সত্ত্বেও,satteo
সম্পাদকীয়,sompadokiyo
লাইন,line
মুদ্রণ,mudran
তৎকালীন,totkalin
যশোর,jessore
চুড়িপট্টি,churipotti
মুসলমান,musolman
০৩,03
জনাব,janab
মিজানুর,mijanur
রহমান(শরী,rahman(shari
গ্রাম,gram
আট্ট্রকী,aatraki
খেলোয়ার,kheloyar
ভোজ,bhoj
বিহার,bihar
মাহিম,mahim
বোম্বাই,bombai
করাচি,karachi
হালুয়াও,haluwao
ধরণের,dhoroner
মিষ্টান্ন,mistanno
মুম্বাইয়ের,mumbaiyer
শহরতলি,shohortali
নামানুসারে,namanushare
বৈশ্যা,boishya
শূদ্রা,shurdra
বিবাহ,bibaho
যথাক্রমে,jothakrame
মাহিষ্য,mahishyo
উগ্র,ugro
বর্ণের/গোত্রের,borner/gotrer
সৃষ্টি,srishti
অগ্রদ্বীপ,agradeep
ঘাঁটি,ghati
১৯৩৪,1934
সড়কটির,saraktir
সংস্করনের,sonskoroner
নির্ভুল,nirbhul
পরীক্ষা,porikkha
দেখিনি,dekhini
মায়াজাল,mayajaal
১৯৮৫,1985
রাশিয়ান,russian
স্কলারশিপ,scholarship
বিজ্ঞানে,bigyane
ওডেসা,odesa
পিরাগোব,piragob
ইনস্টিটিউটে,institute-e
কৃতিত্বের,krititter
অন্তত,antata
লিফলেটগুলোর,leafletgulor
সাতটির,sattir
সৈন্যদের,soinyader
ঊর্ধ্বতনদের,urddhatander
ঊর্ধ্বতনদের,urdhatander
সমর্পন,samarpan
কঠিন,kothin
শাস্তি,shasti
চড়কপূজার,charakpujar
নীলচণ্ডিকার,neelchondikar
নীলপূজা,neelpuja
নামে,nam-e
এদিন,edin
কয়েকজনের,koyekjoner
সারা,sara
বেড়ায়,beray
পৌর,pouro
আলোচনাক্রমে,alochonakrame
ভোটের,voter
মতামত,motamot
ব্যক্ত,byakto
উত্তরাধিকার,uttorodhikar
যাদুকরী,jadukori
ভিনগ্রহে,bhingrahe
সুনির্দিষ্ট,sunirdishto
ফ্রাঙ্ক,frank
ভবিষ্যতে,bhabishyate
অবশ্যই,abashyoi
বহির্জাগতিক,bohirjagotik
সভ্যতা,sabhyata
প্রেরিত,prerito
অর্থবহ,arthabaha
সংকেতের,sanketer
সন্ধান,sondhan
সংকেত,sonket
অত্যন্ত,atyanto
ক্ষীণ,khin
১৪৩১,1431
ল্যানজোল,lanjol
ইয়ে,ye
বোর্জা,borja
স্পেনের,spainer
নিকট,nikot
জাটিভায়,jativay
উচ্চ,uchcho
মাধ্যমিকে,madhyomik
মানবিক,manobik
স্নাতক,snatok
পাস,pass
কোর্সে,course-e
বিএ,ba
বিএসএস,bss
কোর্স,course
রামসাগর,ramshagor
দীঘি,dighi
তারিখ,tarikh
দলত্যাগ,daltyag
আব্বাস,abbas
মুত্তালিবের,muttaliber
বংশধর,bangshodhar
৩৫টি,35ti
বাণিজ্যিক,banijyik
মিশার,missar
অভিনীত,abhinito
২১টি,21ti
গ্ল্যামারগনের,glamorganer
কোচ,coach
১৯১৩,1913
জুনে,june-e
এনভের,enver
বের,beyer
অধীন,adhin
উসমানীয়,usmanio
ডিমেতোকা,dimetoka
এডির্ন,edirn
জামালপুরের,jamalpurer
শেরপুরকেও,sherpurkeo
পৃথক,prithok
সেনাবাহিনীকে,senabahinike
অর্পণ,arpan
ঘটক,ghatak
ভাগিনেয়,bhagineyo
নারদ,narod
মুনির,munir
শিব,shib
আর্তি,arti
ঝরে,jhore
পড়ার,porar
ফুলের,phuler
আবির্ভাব,abirbhab
বৃটিশ,british
মানুষেরা,manushhera
নাম,nam
কর্ডোভার,cordovar
অশ্রু,ashru
পরদিন,pordin
রবিবার,robibar
ভোর,bhor
সাড়ে,sare
পাঁচটার,panchtar
আগুন,agun
কার্যের,karjer
উড়িয়া,oriya
১৯১৯,1919
জেভিয়ার্স‌,xaviers
আইএ,ia
প্রকরণ,prakaran
বর্ণিত,bornito
হলি,holy
গ্রেইল,grail
সম্পর্কিত,samporkito
তথ্যাদি,tothyadi
যেগুলো,jegulo
প্রায়রি,praiory
রক্ষা,rokkha
আসছিল,aschilo
–,-
তৃতীয়,tritiyo
নির্বাচক,nirbachok
আমরা,amra
বিশ্বকে,bishwake
জানি,jani
কণা,kona
বলগুলোর,ballgulor
নির্ভর,nirbhar
চারপাশের,charpasher
ছায়াপথ,chayapoth
অতিপারমাণবিক,atiparomanobik
সব,sab
বল,ball
কাঠামোর,kathamor
পুনর্গঠিত,punargathito
হৃৎপিণ্ডের,hritpinder
নিলয়,niloy
পরিবহনে,poribahane
অক্ষম,akkham
ভূজপুর,bhujpur
ফটিকছড়ি,fatikchori
হাংরি,hungery
লোহাগড়া,lohagora
উপজেলা,upojela
নড়াইল,norail
অপকৌশলটি,apakoushalti
